,product_name,price,skin_types
791,Erno Laszlo Sea Mud Deep Cleansing Bar (100g),£35.00,"oily, combination"
794,Clinique Pep-Start 2-in-1 Exfoliating Cleanser 125ml,£16.50,"oily, combination"
795,Emma Hardie Moringa Light Cleansing Gel 100ml,£34.00,"oily, combination"
796,Caudalie Instant Foaming Cleanser (50ml),£7.50,"oily,combination"
803,Gallinée Prebiotic Foaming Facial Cleanser 120ml,£12.75,"oily, combination, sensitive"
804,bareMinerals Pure Plush Cleansing Foam,£20.00,"oily, combination"
806,NIOD Sanskrit Saponins Cleanser 90ml,£21.00,"oily,combination"
807,DECLÉOR Cleansing Milk 200ml,£18.20,"dry,normal,combination"
808,Garnier Pure Active Intensive Anti-Blackhead Charcoal Gel Wash 200ml,£4.99,"oily, combination"
809,Gallinée Prebiotic Cleansing Bar 100g,£8.50,"oily, combination"
815,Erno Laszlo Phelityl Cleansing Bar (100g),£35.00,"Normal, combination"
816,PIXI Glow Tonic 250ml,£18.00,"oily, combination"
817,PIXI Retinol Tonic 100ml,£10.00,"oily,combination"
822,PIXI Retinol Tonic 250ml,£18.00,"oily,combination,normal"
823,PIXI Rose Tonic 100ml,£10.00,"oily, combination, sensitive"
825,Natio Rosewater & Chamomile Gentle Skin Toner (250ml),£6.80,"oily,combination,sensitive"
826,Clinique Clarifying Lotion 2 200ml,£18.00,"oily,combination"
827,Clinique Clarifying Lotion 2 400ml,£28.00,"oily, combination"
829,Gallinée Prebiotic Face Vinegar 200ml,£19.55,"oily, combination"
835,L'Oréal Paris Fine Flowers Cleansing Toner 400ml,£5.99,"oily,combination"
836,Estée Lauder Perfectly Clean Multi-Action Toning Lotion/Refiner 200ml,£21.60,"oily, combination"
839,Estée Lauder Micro Essence Skin Activating Treatment Lotion Fresh with Sakura Ferment 200ml,£79.00,"Dry, normal, combination, sensitive"
842,OSKIA Floral Water Toner 30ml,£14.00,"oily,combination,sensitive"
845,Caudalie Moisturising Toner (100ml),£9.00,"oily,combination"
847,DECLÉOR Aroma Cleanse Essential Tonifying Lotion (200ml),£26.00,"normal,combination, sensitive"
849,REN Clean Skincare Clarimatte Clarifying Toner,£18.00,"oily, combination"
850,Sanctuary Spa Daily Glow Radiance Tonic 150ml,£10.00,"dry, normal, combination"
